Value,Count,MUKEY,musym,muname,aws0150wta,flodfreqdcd,AREASYMBOL,areaname,farmlndcl,tfact,drainagecl,runoff,cokey,hzdept_r,hzdepb_r,hzname,desgndisc,awc_r,chkey,hydriccriterion
1592182,34.000000000000000,1592182,Crd1C2,"Cardington silt loam, 6 to 12 percent slopes, eroded",18.6499996,None,OH147,"Seneca County, Ohio",Not prime farmland,5,Poorly drained,Negligible,24179759,0,33,Ap,,0.2100000,71862288,2
1592183,107.000000000000000,1592183,BhA,"Bixler loamy fine sand, 0 to 2 percent slopes",17.2299995,None,OH147,"Seneca County, Ohio",Prime farmland if drained,,Poorly drained,,24179452,,,,,,,3
1592184,223.000000000000000,1592184,JtA,"Jimtown loam, 0 to 3 percent slopes",19.3299999,None,OH147,"Seneca County, Ohio",Prime farmland if drained,,Poorly drained,,24179843,,,,,,,2
1592185,15741.000000000000000,1592185,Pb,Pandora silty clay loam,19.2800007,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Poorly drained,Negligible,24179457,18,124,H2,,0.1200000,71861910,3
1592186,15200.000000000000000,1592186,Cp,Colwood fine sandy loam,29.1599998,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Very poorly drained,Low,24179787,28,165,H2,,0.2000000,71862399,3
1592187,1547.000000000000000,1592187,DrB,"Dunbridge sandy loam, 1 to 4 percent slopes",11.3299999,None,OH147,"Seneca County, Ohio",All areas are prime farmland,2,Well drained,Medium,24179373,76,89,H3,,,71861845,
1592189,86.000000000000000,1592189,GhB,"Glenford silt loam, 2 to 6 percent slopes",23.6499996,None,OH147,"Seneca County, Ohio",All areas are prime farmland,,,,24179505,,,,,,,
1592190,7090.000000000000000,1592190,HbB,"Haskins sandy loam, 1 to 4 percent slopes",19.1800003,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,24179646,0,30,H1,,0.1500000,71862177,
1592191,11777.000000000000000,1592191,NoA,"Nappanee silt loam, 0 to 3 percent slopes",16.3700008,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24179378,15,61,H2,,0.1100000,71861847,
1592192,275.000000000000000,1592192,RnB,"Rimer loamy fine sand, 1 to 4 percent slopes",15.0100002,None,OH147,"Seneca County, Ohio",Prime farmland if drained,,,,24179510,,,,,,,
1592193,3644.000000000000000,1592193,Rw,"Rossburg silt loam, occasionally flooded",27.7500000,Occasional,OH147,"Seneca County, Ohio",All areas are prime farmland,5,Well drained,Low,24179515,124,152,H3,,0.1000000,71862006,
1592194,6413.000000000000000,1592194,SoB,"Spinks fine sand, 2 to 6 percent slopes",10.2500000,None,OH147,"Seneca County, Ohio",Not prime farmland,,,,24179382,,,,,,,
1592195,207.000000000000000,1592195,CvA,"Cygnet loam, 0 to 2 percent slopes",21.7099991,None,OH147,"Seneca County, Ohio",All areas are prime farmland,,,,24179599,,,,,,,
1592196,15.000000000000000,1592196,DsB,"Dunbridge-Spinks, deep to limestone, loamy fine sands, 2 to 6 percent slopes",9.1400003,None,OH147,"Seneca County, Ohio",Not prime farmland,2,Well drained,Very low,24179549,63,69,H4,,,71862042,
1592199,3765.000000000000000,1592199,MbA,"Mermill loam, 0 to 1 percent slopes",17.8700008,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,24179854,0,23,H1,,0.2100000,71862442,2
1592200,6573.000000000000000,1592200,MdA,"Mermill-Urban land complex, 0 to 1 percent slopes",18.4699993,None,OH147,"Seneca County, Ohio",Not prime farmland,5,Very poorly drained,Negligible,24179607,0,23,H1,,0.2100000,71862070,2
1592201,2073.000000000000000,1592201,MkA,"Millsdale silty clay loam, 0 to 1 percent slopes",12.4200001,None,OH147,"Seneca County, Ohio",Prime farmland if drained,2,Very poorly drained,Negligible,24179712,81,86,H3,,,71862231,3
1592202,3284.000000000000000,1592202,MlA,"Milton loam, 0 to 2 percent slopes",10.6800003,None,OH147,"Seneca County, Ohio",All areas are prime farmland,,,,24179561,,,,,,,
1592203,1479.000000000000000,1592203,NaA,"Nappanee loam, 0 to 2 percent slopes",15.5400000,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,24179570,20,71,H2,,0.1100000,71862054,
1592204,25.000000000000000,1592204,NrA,"Nappanee silty clay loam, 0 to 2 percent slopes",15.1400003,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,24179848,20,71,H2,,0.1100000,71862440,
1592205,10180.000000000000000,1592205,NsA,"Nappanee-Urban land complex, 0 to 2 percent slopes",15.1400003,None,OH147,"Seneca County, Ohio",Not prime farmland,5,Somewhat poorly drained,Medium,24179470,20,71,H2,,0.1100000,71861915,
1592207,329.000000000000000,1592207,RsB,"Ritchey loam, 2 to 6 percent slopes",8.1700001,None,OH147,"Seneca County, Ohio",Not prime farmland,,,,24179578,,,,,,,
1592208,1382.000000000000000,1592208,SeB,"Shawtown loam, 2 to 6 percent slopes",20.0200005,None,OH147,"Seneca County, Ohio",All areas are prime farmland,,,,24179461,,,,,,,
1592209,345.000000000000000,1592209,SkA,"Sloan silt loam, 0 to 1 percent slopes, frequently flooded",25.9099998,Frequent,OH147,"Seneca County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Very poorly drained,Negligible,24179589,66,152,H3,,0.1600000,71862061,2
1592210,63.000000000000000,1592210,DeA,"Del Rey silt loam, 0 to 2 percent slopes",23.5900002,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24179792,25,114,H2,,0.1600000,71862401,
1592212,2861.000000000000000,1592212,DnA,"Digby loam, 0 to 3 percent slopes",19.1900005,None,OH147,"Seneca County, Ohio",Prime farmland if drained,,,,24179389,,,,,,,
1592213,352.000000000000000,1592213,FbA,"Fitchville silt loam, 0 to 2 percent slopes",25.5200005,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24179399,0,20,H1,,0.1900000,71861858,
1592214,6362.000000000000000,1592214,Ge,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded",26.2000008,Occasional,OH147,"Seneca County, Ohio",All areas are prime farmland,5,Moderately well drained,Low,24179501,0,23,Ap,,0.2200000,71861984,
1592215,1358.000000000000000,1592215,KcA,"Kibbie-Blount complex, 0 to 2 percent slopes",23.6800003,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24179403,23,84,H2,,0.2000000,71861860,
1592216,1169.000000000000000,1592216,LzB,"Lykens-Milton silt loams, 2 to 6 percent slopes",17.1000004,None,OH147,"Seneca County, Ohio",All areas are prime farmland,,,,24179651,,,,,,,3
1592217,207.000000000000000,1592217,Mh,"Milford silty clay loam, 0 to 2 percent slopes",25.4699993,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Poorly drained,Negligible,24179643,0,33,Ap,,0.2100000,71862167,3
1592218,1251.000000000000000,1592218,Mg,Millgrove silt loam,21.7199993,None,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Very poorly drained,Low,24179798,112,152,H3,,0.1000000,71862403,2
1592219,135.000000000000000,1592219,OnC2,"Oshtemo fine sandy loam, 6 to 18 percent slopes, eroded",22.7700005,None,OH147,"Seneca County, Ohio",Not prime farmland,5,Well drained,Low,24179411,168,178,H3,,0.0300000,71861869,
1592220,602.000000000000000,1592220,OnE,"Oshtemo fine sandy loam, 18 to 35 percent slopes",22.7700005,None,OH147,"Seneca County, Ohio",Not prime farmland,5,Well drained,Medium,24179657,168,178,H3,,0.0300000,71862190,
1592221,7401.000000000000000,1592221,RpB,"Ritchey silt loam, 1 to 6 percent slopes",9.6400003,None,OH147,"Seneca County, Ohio",Not prime farmland,1,Well drained,Medium,24179663,48,58,H3,,,71862193,
1592222,6272.000000000000000,1592222,Sg,"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded",25.5300007,Occasional,OH147,"Seneca County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24179749,0,25,Ap,,0.2100000,71862254,
1592225,529.000000000000000,1592225,BsA,"Blount-Urban land complex, 0 to 2 percent slopes",18.1000004,None,OH147,"Seneca County, Ohio",Not prime farmland,,,Very high,24179767,,,,,,,
1592227,1261.000000000000000,1592227,RaA,"Randolph loam, 0 to 2 percent slopes",13.3999996,None,OH147,"Seneca County, Ohio",Prime farmland if drained,,,,24179721,,,,,,,
1592603,36.000000000000000,1592603,AdC2,"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded",22.0100002,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23696124,,,,,,,2
1592604,76.000000000000000,1592604,BnB2,"Bennington silt loam, 2 to 6 percent slopes, moderately eroded",22.5100002,None,OH005,"Ashland County, Ohio",Prime farmland if drained,,,,23695988,,,,,,,
1592605,665.000000000000000,1592605,CoD,"Chili and Conotton soils, 12 to 18 percent slopes",11.2700005,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695696,,,,,,,
1592606,478.000000000000000,1592606,CoE,"Chili and Conotton soils, 18 to 25 percent slopes",11.2700005,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695842,,,,,,,
1592607,33.000000000000000,1592607,CsC,"Conotton gravelly loam, 2 to 12 percent slopes",9.9399996,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695701,,,,,,,
1592608,3123.000000000000000,1592608,FbA,"Fitchville silt loam, 0 to 2 percent slopes",31.7999992,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,,23696249,0,20,Ap,,0.2400000,70335041,
1592609,222.000000000000000,1592609,FbB,"Fitchville silt loam, 2 to 6 percent slopes",31.7999992,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Poorly drained,,23696092,0,23,Ap,,0.2300000,70334600,2
1592611,133.000000000000000,1592611,Fr,"Frenchtown silt loam, 0 to 2 percent slopes",13.9499998,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Very poorly drained,,23696075,0,25,H1,,0.1900000,70334509,2
1592612,181.000000000000000,1592612,LfB,"Latham silt loam, 2 to 6 percent slopes",14.8800001,None,OH005,"Ashland County, Ohio",All areas are prime farmland,,,,23695992,,,,,,,
1592613,35.000000000000000,1592613,LuE,"Lordstown and Loudonville silt loams, 18 to 25 percent slopes",15.2900000,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695846,,,,,,,
1592614,41.000000000000000,1592614,TvC,"Titusville silt loam, 6 to 12 percent slopes",20.7700005,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695855,,,,,,,
1592615,372.000000000000000,1592615,Sk,"Shoals loam, coarse subsoil variant",9.0000000,Occasional,OH005,"Ashland County, Ohio",Prime farmland if drained,,,,23695996,,,,,,,
1592616,181.000000000000000,1592616,WsC2,"Wooster silt loam, 6 to 12 percent slopes, moderately eroded",21.1399994,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23696129,,,,,,,
1592617,521.000000000000000,1592617,WtE,"Wooster silt loam, 18 to 25 percent slopes",21.1399994,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695861,,,,,,,
1592618,293.000000000000000,1592618,AeD2,"Alexandria silty clay loam, 12 to 18 percent slopes, eroded",18.5400009,None,OH005,"Ashland County, Ohio",Not prime farmland,,Poorly drained,,23695709,,,,,,,2
1592619,270.000000000000000,1592619,Cn,Condit silty clay loam,17.9899998,None,OH005,"Ashland County, Ohio",Prime farmland if drained,,Poorly drained,,23696002,,,,,,,2
1592620,380.000000000000000,1592620,HkA,"Haskins loam, 0 to 3 percent slopes",16.9200001,None,OH005,"Ashland County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Medium,23696095,25,91,Bt,,0.1500000,70334616,
1592621,182.000000000000000,1592621,JmA,"Jimtown loam, 0 to 3 percent slopes",19.3299999,None,OH005,"Ashland County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Low,23695884,109,152,H3,,0.0700000,70334136,
1592623,523.000000000000000,1592623,Om,"Orrville silt loam, frequently flooded",22.9899998,Frequent,OH005,"Ashland County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Somewhat poorly drained,Low,23695714,86,152,H3,,0.1200000,70333835,
1592624,49.000000000000000,1592624,OvB,"Oshtemo fine sandy loam, 2 to 6 percent slopes",17.2700005,None,OH005,"Ashland County, Ohio",All areas are prime farmland,,Moderately well drained,,23696139,,,,,,,
1592625,1372.000000000000000,1592625,TkA,"Tiro silt loam, 0 to 2 percent slopes",21.0100002,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Very high,23695977,23,74,Bt,,0.1500000,70334334,
1592626,2119.000000000000000,1592626,AmE,"Amanda loam, 18 to 25 percent slopes",25.6399994,None,OH005,"Ashland County, Ohio",Not prime farmland,5,Well drained,High,23695985,0,20,H1,,0.2100000,70334364,
1592627,4062.000000000000000,1592627,ByD,"Brownsville channery silt loam, 15 to 25 percent slopes",12.4399996,None,OH005,"Ashland County, Ohio",Not prime farmland,,Somewhat poorly drained,,23696109,,,,,,,
1592628,6355.000000000000000,1592628,ByE,"Brownsville channery silt loam, 25 to 35 percent slopes",12.5500002,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23696116,,,,,,,
1592629,4648.000000000000000,1592629,BxF,"Brownsville-Rock outcrop complex, 35 to 70 percent slopes",12.8299999,None,OH005,"Ashland County, Ohio",Not prime farmland,3,Well drained,,23696260,0,3,Oi,,0.0100000,70335092,
1592631,578.000000000000000,1592631,CgC2,"Chili loam, 6 to 12 percent slopes, eroded",15.6199999,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695836,,,,,,,
1592632,900.000000000000000,1592632,CgD2,"Chili loam, 12 to 18 percent slopes, eroded",15.6199999,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695839,,,,,,,
1592633,700.000000000000000,1592633,CuE,"Chili-Amanda complex, 18 to 25 percent slopes",19.5200005,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23696144,,,,,,,
1592634,701.000000000000000,1592634,CmA,"Cidermill silt loam, 0 to 2 percent slopes",21.9899998,None,OH005,"Ashland County, Ohio",All areas are prime farmland,,,,23695718,,,,,,,
1592635,1708.000000000000000,1592635,CmB,"Cidermill silt loam, 2 to 6 percent slopes",21.9899998,None,OH005,"Ashland County, Ohio",All areas are prime farmland,,,,23696008,,,,,,,
1592636,539.000000000000000,1592636,CxB,"Coshocton silt loam, 2 to 6 percent slopes",20.5000000,None,OH005,"Ashland County, Ohio",All areas are prime farmland,5,Moderately well drained,,23696071,152,177,2Cr,2,,70334489,
1592637,124.000000000000000,1592637,CxC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",21.8799992,None,OH005,"Ashland County, Ohio",Not prime farmland,3,Well drained,,23696078,112,127,Cr,,,70334524,
1592638,336.000000000000000,1592638,GbC,"Gilpin silt loam, 8 to 15 percent slopes",12.6700001,None,OH005,"Ashland County, Ohio",Not prime farmland,2,Well drained,,23696212,73,98,R,,,70334832,
1592639,20300.000000000000000,1592639,Or,"Orrville silt loam, occasionally flooded",21.8400002,Occasional,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,23696012,66,203,H3,,0.1200000,70334388,
1592640,2835.000000000000000,1592640,WcC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",18.7999992,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695722,,,,,,,
1592641,2589.000000000000000,1592641,WcD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",18.7999992,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695889,,,,,,,
1592642,2239.000000000000000,1592642,BoA,"Bennington-Tiro silt loams, 0 to 2 percent slopes",19.9699993,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,23696058,0,25,H1,,0.2000000,70334430,
1592644,3680.000000000000000,1592644,ElB,"Ellsworth silt loam, 2 to 6 percent slopes",16.5300007,None,OH005,"Ashland County, Ohio",All areas are prime farmland,5,Somewhat poorly drained,,23695808,30,51,Bt1,,0.1200000,70333935,
1592645,71.000000000000000,1592645,ElF,"Ellsworth silt loam, 25 to 70 percent slopes",15.6700001,None,OH005,"Ashland County, Ohio",Not prime farmland,5,Moderately well drained,,23696219,0,5,Oi,,0.1000000,70334868,
1592647,368.000000000000000,1592647,BgB,"Bogart loam, 2 to 6 percent slopes",19.8500004,None,OH005,"Ashland County, Ohio",All areas are prime farmland,4,Moderately well drained,Low,23696018,127,152,H3,,0.0400000,70334391,
1592648,921.000000000000000,1592648,CgA,"Chili loam, 0 to 2 percent slopes",19.1499996,None,OH005,"Ashland County, Ohio",All areas are prime farmland,4,Well drained,Low,23696147,137,152,H3,,0.0500000,70334774,
1592649,903.000000000000000,1592649,ClD2,"Chili gravelly loam, 12 to 25 percent slopes, eroded",16.0400009,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695727,,,,,,,
1592650,12.000000000000000,1592650,HaA,"Haskins silt loam, 0 to 3 percent slopes",18.6399994,None,OH005,"Ashland County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,23696149,61,152,H3,,0.1000000,70334777,
1592651,225.000000000000000,1592651,JoB,"Jimtown loam, 2 to 6 percent slopes",20.8600006,None,OH005,"Ashland County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Low,23696021,124,152,H3,,0.0700000,70334394,
1592652,245.000000000000000,1592652,MeC2,"Mechanicsburg silt loam, 6 to 12 percent slopes, eroded",19.2700005,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695894,,,,,,,
1592653,26045.000000000000000,1592653,WuB,"Wooster-Riddles silt loams, 2 to 6 percent slopes",23.1499996,None,OH005,"Ashland County, Ohio",All areas are prime farmland,5,Well drained,Low,23696151,46,114,H2,,0.1700000,70334779,
1592654,8419.000000000000000,1592654,WuC,"Wooster-Riddles silt loams, 6 to 12 percent slopes",23.1499996,None,OH005,"Ashland County, Ohio",Not prime farmland,4,Well drained,Medium,23695730,69,147,H3,,0.1000000,70333854,
1592655,6550.000000000000000,1592655,WuD2,"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded",23.1499996,None,OH005,"Ashland County, Ohio",Not prime farmland,,,,23695898,,,,,,,
1592656,8255.000000000000000,1592656,BzE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",14.0100002,None,OH005,"Ashland County, Ohio",Not prime farmland,4,Well drained,Medium,23696133,122,127,H4,,,70334752,
1592657,36.000000000000000,1592657,BzF,"Brownsville-Westmoreland complex, 25 to 40 percent slopes",14.1000004,None,OH005,"Ashland County, Ohio",Not prime farmland,3,Well drained,Very high,23695704,122,127,H4,,,70333821,
1592658,482.000000000000000,1592658,ClC,"Chili gravelly loam, 6 to 12 percent slopes",15.0500002,None,OH005,"Ashland County, Ohio",Not prime farmland,4,Well drained,Medium,23695871,122,152,H4,,0.0500000,70334103,
